access,accessno,accruals,acqvalue,admin,appnotes,appraisal,appraisor,archivist,archnotes,area,associate,authorx,caption,catby,catdate,cattype,classes,collection,conddate,condexam,condition,condnotes,containtxt,copies,creator,credit,curvalmax,curvalue,custodial,dataset,date,dateaccum,datecreate,descdate,descrip,dispdate,dispositn,dispvalue,earlydate,edition,elongitude,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,extent,findaid,flagdate,flagnotes,flagreason,genre,gparent,group,homeloc,imagefile,imageno,inscomp,insdate,insets,insphone,inspremium,insrep,instrument,insvalue,interviewr,intvdate,intvlength,intvplace,intvrest,invnby,invndate,label,language,latdeg,latedate,legal,level,link,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,media,medium,mlanguage,narrator,narratorid,nlatitude,notes,objectid,objname,objname2,objname3,objnames,oldno,originals,otherno,parent,people,physchar,pmeridian,policyno,projection,pubdate,publisher,pubnotes,pubplace,quantity,recas,recdate,recfrom,refcode,related,relnotes,reviewed,rights,rules,scale,series,sheets,signedform,site,siteno,sitesadded,size,slatitude,status,statusby,statusdate,sterms,subjects,system,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,transcribr,transdate,transloc,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,wlongitude,ppid
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 15, 14, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124194.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.194,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:27:26,Unknown,,false,,,7DD9E2E9-1CB0-4B59-8E2E-227827275470
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 25, 26 and Skandia Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124195.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.195,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:28:59,Unknown,,false,,,5BF94596-D02D-4B13-9ACD-388946427250
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 27, 26, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124196.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.196,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:29:39,Unknown,,false,,,0ACB4631-C288-468D-90EE-846614117570
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 3, 2, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124197.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.197,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:31:12,Unknown,,false,,,C13AF190-E785-49EF-B48D-697144369441
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 5, 4, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124198.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.198,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:31:29,Unknown,,false,,,BEEC1356-DB32-4526-BAC9-408944778108
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 27, 26, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124199.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.199,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:31:59,Unknown,,false,,,BD83EC9F-BB11-43E8-BB6A-414894421612
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 17, 16, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124200.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.200,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:32:54,Unknown,,false,,,ECA64A23-34EB-474E-981F-208239863360
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 15, 14, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124201.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.201,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:34:56,Unknown,,false,,,F000D2D8-C1D4-41EB-8FA8-793389138740
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 29, 28, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124202.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.202,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:35:37,Unknown,,false,,,C9FD4908-23D9-436F-98E0-144935525351
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Murray Township Section 1, 12 and Dovray Township Section 6, 7",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124203.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.203,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:42:59,Unknown,,false,,,2798F531-24E3-4A66-8F4C-084289115804
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Murray Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124204.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.204,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:47:13,Unknown,,false,,,09AE6F76-03BA-48DA-9F97-963137672134
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Lake Sarah Township Section 30, 31 and Skandia Township Section 25, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124205.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.205,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:48:12,Unknown,,false,,,E0C5790D-2D57-48D1-BC92-280360375063
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Leeds Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124206.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.206,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:48:33,Unknown,,false,,,B4265A95-AD07-4D99-8F3A-374041838326
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Lime Lake Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124207.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.207,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:50:36,Unknown,,false,,,F7CD7F2F-A275-4BA1-B70A-563463654611
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Like Lake Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124208.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.208,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:51:01,Unknown,,false,,,496C03E7-9E90-472B-8B60-787603183460
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Lime Lake Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124209.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.209,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:51:31,Unknown,,false,,,BDF9ABCB-7505-4875-9A89-534244141750
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Lowville Township Section 25, 36 and Mason Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124210.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.210,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:52:08,Unknown,,false,,,705E96C9-05DE-4387-A1E9-104998179590
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Mason Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124211.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.211,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:52:42,Unknown,,false,,,992E9579-80B9-4F2F-AC0A-233117631825
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Slayton Township Section 1, 12 and Lime Lake Township Section 6, 7",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124212.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.212,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:55:20,Unknown,,false,,,EE1A84DC-AD2D-44B2-B703-084530210132
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Mason Township Section 25, 36 and Murray Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124213.JPG                                          ,6,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.213,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:56:30,Unknown,,false,,,4E4B7EAE-D05E-48D1-AA81-356134355395
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Murray Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124214.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.214,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:56:56,Unknown,,false,,,086C425F-6F98-4531-84D6-030227024470
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Mason Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124215.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.215,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:57:38,Unknown,,false,,,C6F28CF0-22AB-4A95-963B-401633119550
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-01-31,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Ellsborough Township Section 30, 31 Pipestone County AETN Township Section 25, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124216.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.216,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-31T15:59:24,Unknown,,false,,,DDA5561E-09FE-4C33-93A9-752911053730
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Iona Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124217.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.217,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:19:07,Unknown,,false,,,46776A8B-710C-4AE2-B193-640497110982
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Shetek Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124218.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.218,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:19:59,Unknown,,false,,,BB6ED20F-84E4-4114-9C11-645346917450
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Shetek Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124219.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.219,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:22:55,Unknown,,false,,,ADEE1992-0F27-463E-A2E9-725024381798
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Shetek Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124220.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.220,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:23:50,Unknown,,false,,,8544AB80-821B-40C4-AAE1-549552006080
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Leeds Township Section 6, 7 and Chanarambie Township Section 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124221.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.221,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:25:54,Unknown,,false,,,0367AB89-52B0-4BE6-ADB2-608534401410
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Chanarambie Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124222.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.222,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:26:31,Unknown,,false,,,ACFB24AB-B698-4474-BAF5-773253228345
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Pipestone County Aetna Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124223.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.223,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:32:56,Unknown,,false,,,C96B4BFD-6819-48D4-B356-645816325541
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-01,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,Unknown,,,,"Pipestone County Aetna Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,051\2017124224.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,3,,0.000000,,2017-09-28,,,,,,0,,,2017.124.224,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-01T14:33:41,Unknown,,false,,,9A147906-8494-4464-A87A-686267485901
